,age,education,balance,day,duration,campaign,pdays,previous,subscribed,default_yes,default_nan,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_nan,marital_married,marital_single,marital_nan,housing_yes,housing_nan,loan_yes,loan_nan,contact_telephone,contact_nan,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,month_nan
12,36.0,2.0,2.814968814968815,2,0.3605150214592275,1,-0.2738944365192582,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,39.0,2.0,-0.0297990297990298,2,1.553648068669528,2,-0.268188302425107,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,48.0,2.0,-0.38184338184338185,2,-0.38626609442060084,1,0.48502139800285304,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,38.0,2.2,-0.38184338184338185,2,1.0343347639484979,2,0.48502139800285304,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,46.0,2.0,-0.40263340263340264,2,-0.3090128755364807,1,0.6733238231098431,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,35.0,3.0,0.006237006237006237,2,-0.7639484978540773,1,-0.2624821683309558,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,58.0,2.0,-0.38115038115038113,2,0.41630901287553645,1,-0.6733238231098431,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,35.0,3.0,2.6313236313236312,2,3.59656652360515,3,0.19971469329529243,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,32.0,3.0,-0.2203742203742204,2,-0.6824034334763949,2,-0.2796005706134094,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,30.0,3.0,-0.38184338184338185,2,0.2446351931330472,2,0.7532097004279601,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,53.0,1.0,0.5945945945945946,2,0.9785407725321889,1,0.5991440798858774,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,40.0,1.0,0.1295911295911296,2,0.6995708154506438,2,0.43366619115549215,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,57.0,3.0,0.7484407484407485,2,0.07725321888412018,2,0.4507845934379458,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,37.0,3.0,-0.042966042966042964,3,0.04291845493562232,2,-0.2796005706134094,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,38.0,2.0,-0.6735966735966736,3,-0.21030042918454936,1,0.8559201141226819,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,54.0,1.0,-0.2875952875952876,3,0.4978540772532189,1,0.8559201141226819,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,56.0,1.0,-0.38184338184338185,3,0.5021459227467812,2,0.25677603423680456,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,24.0,2.0,-0.038115038115038115,3,0.26180257510729615,1,0.8045649072753209,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,35.0,2.0,1.8267498267498268,3,0.8969957081545065,1,-0.268188302425107,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31.0,2.0,0.0997920997920998,3,0.33476394849785407,1,0.776034236804565,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,34.0,2.0,-0.42342342342342343,3,-0.6523605150214592,1,0.8559201141226819,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,38.0,2.0,-0.19126819126819128,3,0.1759656652360515,2,0.8616262482168331,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,56.0,2.0,2.354123354123354,3,1.0643776824034334,1,-0.268188302425107,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,39.0,2.0,-0.02356202356202356,3,0.017167381974248927,1,-0.2624821683309558,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,56.0,2.0,-0.18572418572418573,20,-0.630901287553648,3,0.9072753209700428,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,57.0,3.0,1.753984753984754,20,0.13304721030042918,2,0.6390870185449358,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,46.0,1.0,-0.1794871794871795,20,0.6437768240343348,2,0.2967189728958631,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,40.0,2.0,-0.2647262647262647,20,-0.0944206008583691,1,0.9358059914407989,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,34.0,3.0,5.188496188496188,20,-0.8884120171673819,3,-0.17118402282453637,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,31.0,1.0,-0.33264033264033266,20,-0.21888412017167383,3,0.8787446504992867,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,43.0,2.0,-0.31185031185031187,20,-0.45064377682403434,2,0.9529243937232525,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,27.0,2.0,1.5474705474705475,20,-0.3562231759656652,1,0.833095577746077,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44,53.0,2.0,-0.2259182259182259,20,0.2918454935622318,1,0.9015691868758916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,34.0,2.0,-0.000693000693000693,20,-0.6266094420600858,3,0.9358059914407989,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,33.0,2.0,1.3520443520443521,20,0.21030042918454936,1,0.5021398002853067,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,51.0,1.0,-0.37214137214137216,20,-0.012875536480686695,2,0.8388017118402282,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,50.0,3.0,-0.2286902286902287,20,0.3562231759656652,2,0.9015691868758916,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,34.0,1.0,0.46153846153846156,20,-0.4034334763948498,2,0.833095577746077,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,43.0,2.0,-0.19750519750519752,20,-0.6738197424892703,1,-0.17118402282453637,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,35.0,3.0,-0.2972972972972973,20,-0.8025751072961373,5,0.833095577746077,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,42.0,3.0,-0.33194733194733195,20,-0.48068669527896996,2,0.9472182596291013,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,45.0,2.0,-0.037422037422037424,20,-0.703862660944206,1,0.7931526390870185,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,31.0,3.0,0.058212058212058215,20,-0.8540772532188842,1,0.7874465049928673,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,35.0,2.0,-0.13236313236313235,20,-0.9098712446351931,1,-0.17118402282453637,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,35.0,2.0,0.5502425502425502,20,-0.3133047210300429,1,0.5078459343794579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,39.0,2.0,1.2113652113652114,20,0.9184549356223176,1,0.5078459343794579,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,48.0,1.0,-0.38184338184338185,20,-0.6266094420600858,2,0.43937232524964337,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,33.0,2.0,10.24948024948025,20,0.4248927038626609,1,0.8673323823109843,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,33.0,2.0,-0.18433818433818433,1,0.8197424892703863,1,0.8388017118402282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,37.0,2.0,0.4358974358974359,1,2.3605150214592276,1,-0.268188302425107,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,32.0,3.0,0.8260568260568261,1,3.948497854077253,1,0.4507845934379458,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,35.0,2.0,-0.38184338184338185,1,0.2532188841201717,1,0.6904422253922967,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,49.0,1.0,0.09355509355509356,1,0.2145922746781116,2,0.24536376604850213,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,33.0,2.0,2.096327096327096,2,-0.48068669527896996,1,0.7189728958630528,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,35.0,3.0,0.48440748440748443,2,0.5364806866952789,1,-0.2624821683309558,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,35.0,2.0,1.4497574497574497,2,-0.6008583690987125,3,0.8445078459343794,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,35.0,3.0,0.638946638946639,20,-0.9399141630901288,6,0.7988587731811697,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,46.0,2.0,-0.2654192654192654,20,0.0815450643776824,1,0.8787446504992867,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,34.0,3.0,3.3963963963963963,20,-0.6008583690987125,1,0.3594864479315264,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,30.0,2.0,2.990990990990991,20,-0.9785407725321889,6,0.7075606276747504,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72,33.0,2.0,-0.3776853776853777,20,0.6437768240343348,1,0.9529243937232525,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,43.0,2.0,0.46361746361746364,20,0.48497854077253216,2,0.8958630527817404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,35.0,3.0,0.6036036036036037,20,-0.8927038626609443,7,0.5135520684736091,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,36.0,2.0,-0.41857241857241856,20,-0.9742489270386266,5,0.7988587731811697,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,30.0,3.0,-0.3381843381843382,20,0.10300429184549356,1,0.7874465049928673,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,35.0,3.0,-0.20027720027720028,20,1.9484978540772533,2,0.8730385164051355,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,31.0,2.0,0.7713097713097713,20,-0.33476394849785407,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,38.0,2.0,3.083160083160083,4,2.07725321888412,5,2.0199714693295294,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,31.0,2.0,-0.11226611226611227,7,-0.7167381974248928,1,0.017118402282453638,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,42.0,3.0,-0.28205128205128205,7,-0.39914163090128757,1,0.5763195435092725,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82,32.0,2.0,5.595980595980596,7,-0.15450643776824036,1,0.07988587731811697,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83,57.0,1.0,0.10187110187110188,9,-0.4334763948497854,3,0.05135520684736091,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84,22.0,3.0,0.48995148995148996,10,-0.2317596566523605,1,-0.14835948644793154,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,45.0,3.0,0.8572418572418572,10,0.5493562231759657,1,0.05135520684736091,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86,40.0,3.0,2.2494802494802495,14,0.11587982832618025,1,0.07417974322396577,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,35.0,3.0,1.9757449757449757,14,0.14163090128755365,1,0.06847360912981455,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,64.0,1.0,-0.3354123354123354,14,-0.6437768240343348,2,-0.4051355206847361,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
89,43.0,2.0,0.15523215523215522,16,0.38197424892703863,1,-0.3309557774607703,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,46.0,3.0,-0.38184338184338185,17,-0.34763948497854075,1,0.09700427960057062,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
91,47.0,2.0,-0.38184338184338185,17,-0.5965665236051502,1,0.2796005706134094,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,56.0,2.0,-0.1094941094941095,17,-0.5708154506437768,1,0.1369472182596291,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,52.0,2.0,-0.2467082467082467,17,-0.5407725321888412,2,0.1312410841654779,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
94,31.0,3.0,0.031185031185031187,17,-0.22317596566523606,6,0.07988587731811697,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,29.0,2.0,-0.10533610533610534,18,0.9356223175965666,6,0.09700427960057062,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96,44.0,2.0,0.3284823284823285,21,-0.5150214592274678,2,0.11412268188302425,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
97,40.0,2.0,0.1600831600831601,21,-0.6094420600858369,5,0.11412268188302425,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
98,49.0,2.0,0.24532224532224534,21,0.6394849785407726,7,-0.29101283880171186,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
99,48.0,2.0,0.6985446985446986,24,1.2188841201716738,3,-0.2796005706134094,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,59.0,3.0,1.5336105336105337,24,0.004291845493562232,1,0.1369472182596291,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
101,49.0,2.0,2.092169092169092,24,-0.7467811158798283,3,0.11412268188302425,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102,32.0,3.0,0.0498960498960499,24,0.15879828326180256,1,0.11982881597717546,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
103,47.0,2.0,2.056826056826057,28,-0.18454935622317598,1,0.21683309557774608,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104,35.0,3.0,4.8475398475398475,28,-0.4248927038626609,1,-0.34236804564907275,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
105,36.0,3.0,0.05405405405405406,29,-0.5450643776824035,1,0.3651925820256776,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106,30.0,3.0,1.6327096327096327,30,-0.38626609442060084,2,0.20542082738944364,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107,40.0,2.0,1.7844767844767844,30,-0.5407725321888412,3,0.28530670470756064,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,33.0,3.0,0.36036036036036034,2,-0.6523605150214592,2,-0.0456490727532097,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,36.0,2.0,-0.1981981981981982,2,-0.6351931330472103,1,0.5192582025677603,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,53.0,2.0,0.07553707553707553,2,-0.11158798283261803,1,0.5135520684736091,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,44.0,2.0,-0.1781011781011781,2,0.04291845493562232,1,0.43937232524964337,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112,31.0,3.0,0.40124740124740127,2,-0.23605150214592274,1,0.46790299572039945,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113,46.0,2.0,-0.13028413028413027,2,0.4721030042918455,1,-0.011412268188302425,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114,47.0,2.0,-0.13998613998613998,2,-0.5321888412017167,1,0.5192582025677603,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115,37.0,1.0,-0.3201663201663202,2,0.6738197424892703,1,0.3594864479315264,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116,32.0,2.0,-0.38115038115038113,2,-0.6909871244635193,1,0.14835948644793154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117,46.0,2.0,-0.5058905058905059,2,-0.3648068669527897,1,0.1825962910128388,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118,47.0,2.0,-0.29244629244629244,2,-0.5407725321888412,2,0.2282453637660485,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
